time,COPx,COPy
1.51,2.608694576527576,4.227657604336397
1.52,3.7042428540787555,4.772443381702719
1.53,3.166854679076973,4.208493696053483
1.54,3.026138907827954,3.8790934462111
1.55,2.520514076631185,4.851553580609595
1.56,2.8420983869241443,4.384254182888917
1.57,3.3451659150333124,4.93931948891604
1.58,2.4605866350326417,5.0614189764653545
1.59,4.150617243383366,5.543172070419949
1.6,3.310178280953559,4.850181217253548
1.61,3.424230518321428,4.70821427852134
1.62,4.571614620353622,5.131683582193575
1.6300000000000001,3.5981158847197787,5.943043892278414
1.6400000000000001,3.7685497476925844,4.386141663392751
1.6500000000000001,4.103066756430513,4.649986482885116
1.6600000000000001,4.629834952875157,4.6933077798589835
1.67,4.90613246942317,5.008752109126661
1.68,3.7473635573242072,4.696551265349188
1.69,3.9212003816915844,3.1732608090857366
1.7,4.682007280986867,4.814982341455733
1.71,4.5987924653146655,4.230046252196814
1.72,5.17030944669368,3.7979960538411737
1.73,5.340044402795477,2.665500861224473
1.74,4.540228679381002,3.828234966545664
1.75,4.266458594179213,2.7341024255852258
1.76,5.241250250895766,3.9516526682052744
1.77,5.276546645052304,2.742193333310484
1.78,4.654684424038839,2.4751983294095026
1.79,5.054956496098609,1.8931733089040266
1.8,5.923583348870107,2.3448841511780554
1.81,5.997411663093567,2.6489534348737407
1.82,5.16892602546295,1.682018947877785
1.83,5.724177787923899,0.21517456747628705
1.84,6.193641899089883,2.2560037902760466
1.85,6.073426596980473,0.6775678908238902
1.86,5.863120809105505,1.5586804658223328
1.87,5.888641394639746,0.992969710908912
1.8800000000000001,6.222886018250675,0.8051679384220805
1.8900000000000001,5.471885298237379,1.129759062334711
1.9000000000000001,4.700028504247085,2.1571046785473875
1.9100000000000001,5.703395824499042,1.214182311954222
1.92,5.484612555447676,2.9163167593910195
1.93,6.259885457416916,0.2809280432117063
1.94,4.637526064710254,1.354766023054268
1.95,5.205318903906677,2.1384856406243347
1.96,4.653125589740195,2.4591510808077635
1.97,4.044517820028348,2.781895165610892
1.98,4.516237131353595,2.3760063207953346
1.99,4.224694545525506,2.5090472324781277
2.0,3.5668364091353078,2.896343015355819
2.0100000000000002,3.934679829767277,2.9334597004982563
2.02,3.946503342822293,3.6696003768467467
2.0300000000000002,3.1919788834548792,2.7549059784467635
2.04,3.203590043951486,2.194713046772721
2.05,3.5571930747303573,3.023459305284314
2.06,2.258628825464589,2.54062528584715
2.07,2.7838632032893997,3.899231541022197
2.08,2.7141183416837347,3.2472989069841285
2.09,2.135820981546134,3.5521715451880542
2.1,1.7802229387993225,4.128142770967618
2.11,1.7064294308081953,3.8654253256316653
2.12,2.2315047329839373,4.590587053098815
2.13,2.1146106182868323,3.8415873276718457
2.14,1.3443164123997422,3.441186044003772
2.15,1.264768727525373,3.413759626397622
2.16,0.5273940395202396,3.808748206901808
2.17,1.2140447017832396,3.5929329114750757
2.18,0.5764592212284826,3.82976164212191
2.19,0.5381271437483246,4.070950622355057
2.2,-0.4010709636124996,3.7553587502343895
2.21,-0.6008953721716199,2.650006557784129
2.22,0.07528963768994534,3.0778063348963967
2.23,-0.7312569745857985,2.141145804745888
2.24,-0.1400221537405843,2.363054211001356
2.25,-0.453537969758882,2.218397234440518
2.2600000000000002,-0.4324680784106716,1.7714748551566062
2.27,-0.7754851982060398,1.363642633381305
2.2800000000000002,-1.0546977320397333,0.9094748591284743
2.29,-1.0614699214236507,1.5170615684831725
2.3000000000000003,-0.22517569058790154,1.4189798379607046
2.31,-0.3173705192846439,0.8873322193800005
2.32,-1.1026190978207424,0.1488763040475063
2.33,-1.774920018921505,0.3436378489329463
2.34,-0.6628916948617471,1.0685070197503443
2.35,-1.4199057534323072,0.6387063478180974
2.36,-0.9749468360254748,0.056426627405244456
2.37,-0.5567732832294663,0.400211728805346
2.38,-0.8074573759604406,-0.008021967024707838
2.39,-0.8445888189498628,0.10464765822313654
2.4,-1.6603861411666996,0.5338541680291349
2.41,-0.26300438218932926,-0.2617742483821932
2.42,-1.0671753172361054,0.3765706771443109
2.43,-1.112109150743903,0.3464108867147405
2.44,-1.1337581377559816,0.611248193368966
2.45,-1.3917071476095266,0.736685001440226
2.46,-0.6503883307257539,0.9965080810973372
2.47,-0.2285177276952126,0.5933523833565478
2.48,-0.31708022035584443,1.3708771131346427
2.49,-1.043932500087433,1.9749938036331884
2.5,0.679238469590989,0.7473713605740062
2.5100000000000002,0.003052367008312018,1.1165533802810519
2.52,0.4670492521648848,0.5497082243697311
2.5300000000000002,-0.1060908454542957,1.372600611028122
2.54,0.3382056580218578,0.9356463454568414
2.5500000000000003,0.566963850733941,1.6890804540384996
2.56,0.28158386012596404,1.6514649457756254
2.57,0.4079029583396177,1.6622854128911277
2.58,0.24276177096251356,1.8675870833845987
2.59,1.5697336109125968,2.206715895638526
2.6,0.6550373377828204,1.9072237452578378
2.61,1.558719841264269,1.9325499328010711
2.62,0.7887859455029119,2.4409771124325674
2.63,0.9752755057105142,3.7402570717178794
2.64,1.8319037743756297,1.6305729696049953
2.65,0.0360140741735796,1.418340967425329
2.66,0.2690179058808513,1.9623197764944407
2.67,0.9423534547366492,1.0376401341226358
2.68,-0.006329744084614841,0.9552437961685708
2.69,0.431004909205133,1.3890970933023175
2.7,0.5213777791195902,1.3371316413518117
2.71,1.7267962159953287,1.901007084121808
2.72,0.5221410277413429,1.7067280424904783
2.73,0.4578595779701211,1.515808909564119
2.74,-0.499445719922903,0.5382948810481655
2.75,0.42710860368823617,0.4947938795394554
2.7600000000000002,0.32805156811303193,0.7270810720079339
2.77,-0.5011395314100348,-0.6065032456898607
2.7800000000000002,-0.5146401911922662,-0.5633978758425633
2.79,-0.7916331375703329,-0.7086130990681998
2.8000000000000003,0.15611621024122163,-1.2098411171185632
2.81,-0.025051230620595222,-1.1531095365194024
2.82,-0.47266495570377415,-1.6670469455315768
2.83,-0.4332477709370816,-2.321323096754209
2.84,-1.0491771681206705,-1.7729992140812874
2.85,-0.6897214059541348,-1.1128908749146282
2.86,-0.8166113000155436,-0.8261602545968422
2.87,-1.7454993703622572,-1.207176926690975
2.88,-1.4024216681658457,-1.1570997605016502
2.89,-3.1210773746955556,-1.7676353850215987
2.9,-2.5477857720255916,-1.7020795744309
2.91,-1.701260275232794,-2.3945058172677562
2.92,-3.172544732328703,-1.984502825128393
2.93,-2.2533854964159863,-0.21048727388024768
2.94,-3.8315111506899044,-1.7318869479981671
2.95,-2.6141320530152057,-2.1548335390456512
2.96,-2.268215612401946,-1.6284839072351014
2.97,-3.5289769645265205,-1.3649447157834573
2.98,-3.4183620074286436,-1.0725507153373282
2.99,-4.344648678644891,-1.748375240840792
3.0,-4.532682644557682,-1.5798682259854915
3.0100000000000002,-5.568328400974595,-0.3206229982304907
3.02,-4.694116764703129,-0.5746803826326605
3.0300000000000002,-4.499553880745177,-0.06850264287933044
3.04,-5.2270686252277985,0.4894664215057909
3.0500000000000003,-5.082056332940155,-0.5346983322726699
3.06,-4.789159546352861,0.15892890963326242
3.0700000000000003,-4.97856188108146,-0.7145212846120194
3.08,-5.314850522371919,0.6765739692691
3.09,-5.396725405939164,0.746681410009919
3.1,-6.5949364212473585,-0.7292264184494355
3.11,-6.519882747543522,-0.21203268632674677
3.12,-5.880359548595799,0.38867326781258305
3.13,-5.057879871698489,-0.30650055137931
3.14,-5.354714234472453,-0.9414738245795828
3.15,-5.814585434465418,0.4230418750772213
3.16,-5.223919652223781,0.12539179916790422
3.17,-6.49135976145517,0.1112250333782546
3.18,-5.432672611234106,-0.9318111046973746
3.19,-4.818205755592233,-0.5228926926743387
3.2,-5.522947408361127,-0.29470583140541773
3.21,-5.045231422019341,-0.9666056810375034
3.22,-5.763616812499147,-0.4092243156300984
3.23,-5.421544923968453,-1.5013805612543845
3.24,-5.943792204480248,-0.6428778900257645
3.25,-5.768149773934644,-1.0771397089744315
3.2600000000000002,-5.680263161085609,-2.01149139235944
3.27,-4.87932750684146,-2.1045728204709895
3.2800000000000002,-5.377298442669787,-2.2723974222895413
3.29,-4.729290089198724,-3.086881937309144
3.3000000000000003,-4.90029791809098,-2.6087504510803194
3.31,-4.083646630275574,-3.225548577617863
3.3200000000000003,-4.373489300966318,-1.9950670373319452
3.33,-4.508204746219605,-3.504413847069038
3.34,-4.673050006059274,-3.66507425697803
3.35,-4.642085676912033,-4.2585415591581555
3.36,-4.216897777337124,-2.622575983100218
3.37,-4.261204957384319,-3.977050913675565
3.38,-3.3785653167164114,-2.996992076166484
3.39,-3.7190777238088097,-3.851030237303097
3.4,-4.284240820722257,-3.7071187368386127
3.41,-3.254911133917858,-3.947049129853849
3.42,-3.821410215195127,-3.3158742092907953
3.43,-4.140595822701555,-3.1203032960136907
3.44,-3.5642918524841156,-3.6650373449639835
3.45,-3.570835452904388,-3.2276836502540878
3.46,-2.3721082401851428,-3.433264812434582
3.47,-3.1106839987589305,-3.4742667813468477
3.48,-2.8969928171203123,-3.159832292757254
3.49,-3.254549289440141,-2.4936124039514738
3.5,-2.367161487554587,-2.7213571504364134
3.5100000000000002,-2.749095035687183,-2.4679739467775357
3.52,-3.0862385417006797,-2.4867052628371553
3.5300000000000002,-2.8597514694970876,-2.344553135159042
3.54,-2.4698720249386263,-1.2799198234866525
3.5500000000000003,-3.5156339544219275,-1.201688161250376
3.56,-3.3439162915358036,-1.6335214403054825
3.5700000000000003,-3.3986668423018513,-1.797167692412145
3.58,-3.67623355622155,-1.568769922111577
3.59,-2.486157202375022,-0.8662908539157632
3.6,-3.8737388893371287,-1.141992119471559
3.61,-3.395269282636614,-1.4649148732901476
3.62,-4.118296686045666,-0.6523486321332765
3.63,-3.1113445126550126,-1.7513537568511532
3.64,-3.681393643370043,-2.176463310739292
3.65,-2.210584788882902,-2.3336363744601556
3.66,-4.560668544138433,-1.8497627903165266
3.67,-3.7897507045055376,-1.6486223148351267
3.68,-4.316383384827839,-2.323643443661228
3.69,-4.08420004658316,-2.3617477055552536
3.7,-4.8641470283200245,-2.1027725810520668
3.71,-4.156602859932798,-1.9877884672456507
3.72,-4.596296332676429,-1.8669046377115768
3.73,-4.059748908481143,-3.299425743823413
3.74,-4.33240887232474,-3.197110817181991
3.75,-4.324835683043991,-2.8185687522009975
3.7600000000000002,-5.605256876128305,-3.2086461424560753
3.77,-5.077222107943572,-3.3825480436859774
3.7800000000000002,-5.869919451718555,-5.042466168532417
3.79,-5.581537615845582,-3.341679756873065
3.8000000000000003,-6.2556519490183575,-4.319509421566402
3.81,-5.54055815854109,-4.574802932497864
3.8200000000000003,-5.85302350238712,-4.366797052727243
3.83,-6.406771162597988,-4.695190760118016
3.84,-5.939184347525492,-4.301325401521163
3.85,-5.852426740739793,-5.762506914631824
3.86,-6.734241785487316,-5.287524784993821
3.87,-4.952003148445907,-5.4222059434759196
3.88,-5.716557027899416,-4.100124660820298
3.89,-6.843573649500927,-5.021563110438031
3.9,-6.623837035128169,-4.275208893369865
3.91,-7.962521237296808,-4.62688853632498
3.92,-6.011456154839866,-4.23915324893171
3.93,-6.742973497988344,-4.762244863547983
3.94,-7.535301282531675,-4.598738213760372
3.95,-7.374810078835706,-5.683985381846022
3.96,-7.4453677346878395,-4.388424066793018
3.97,-6.998239030052022,-3.012025825040417
3.98,-6.748996405103562,-3.8266163033744096
3.99,-6.744420184237981,-4.128477945210062
4.0,-7.191379456467987,-3.5295617047762184
4.01,-6.542446404301374,-3.900670349662666
4.0200000000000005,-6.025463760261845,-3.4846152015028182
4.03,-6.654691415802372,-2.5487001080434237
4.04,-7.067853609927076,-3.1545620070577662
4.05,-6.2525206273858585,-3.0223819345203373
4.0600000000000005,-5.440858459104715,-2.635981714283179
4.07,-5.909752524046321,-3.049546651400166
4.08,-6.292409157806051,-1.9719768197038439
4.09,-6.693848685534072,-2.6339890371618924
4.1,-5.330590900460696,-1.8522695329975662
4.11,-5.518195730870607,-3.0406949941660555
4.12,-5.641854681097293,-2.4672545131661026
4.13,-5.451812545145848,-1.6869131341194197
4.14,-4.386310889833332,-2.8143719972241343
4.15,-4.688922597012403,-2.7321470279082822
4.16,-4.731173865047027,-2.27148530034898
4.17,-3.698845476940199,-2.8541606071525347
4.18,-3.871489334422478,-3.289586121060724
4.19,-2.9977178902873622,-3.2155751513481747
4.2,-3.5247734414898386,-3.0365679382581665
4.21,-3.832065262624703,-3.133376746916225
4.22,-4.066247049081998,-3.3902770569246585
4.23,-1.3220277677118337,-3.955006623953647
4.24,-3.0618085078476356,-3.2938795210580225
4.25,-2.678871771585454,-3.9708889074115477
4.26,-1.6357031492746026,-3.9952982707337545
4.2700000000000005,-2.8894295007890713,-3.9599698045397114
4.28,-3.219056471579228,-4.047721531649406
4.29,-2.3228241291897347,-5.115010258082332
4.3,-1.8690591005147248,-4.788239083174493
4.3100000000000005,-1.884365879876975,-5.450012924779493
4.32,-2.65926122390782,-5.5469105737300275
4.33,-0.6824966824476617,-4.551623045983482
4.34,-1.833945372967089,-6.478826012243357
4.3500000000000005,-1.6087751667921548,-4.2119191732698615
4.36,-1.5161217367703559,-5.690320998380579
4.37,-1.3554531204732911,-5.923242131089128
4.38,-2.191464826868261,-4.700678683072656
4.39,-1.363266274837192,-5.114572982467157
4.4,-1.6587455966672264,-5.4779823273881885
4.41,-1.0183819535911458,-4.477147889882972
4.42,-1.733545444521512,-5.742731447316219
4.43,-2.440200983965486,-4.571308787047765
4.44,-2.3183284835064613,-5.108490022803186
4.45,-1.9571323419377444,-5.416641300257406
4.46,-1.8189130763126862,-4.897290044968605
4.47,-1.4782478493889868,-5.27419757004062
4.48,-2.0637620612302987,-4.955634325000504
4.49,-1.7046409246671856,-4.585015168728993
4.5,-2.7627785465000727,-4.32978851854978
4.51,-2.104632800495978,-3.531988776395749
4.5200000000000005,-2.446448639163468,-3.555070625185258
4.53,-1.1172151847721894,-3.9712407760925896
4.54,-1.1654586446065616,-3.32568697820356
4.55,-1.9752665522135398,-2.8023456739740347
4.5600000000000005,-3.110575039068771,-3.731899775810314
4.57,-3.0645563456153218,-3.050834145538184
4.58,-3.1577739543742425,-2.981296511488436
4.59,-3.204128791654496,-3.701937373326471
4.6000000000000005,-1.6508376536729712,-2.9307687826070805
4.61,-3.0674126776986905,-2.538946854950429
4.62,-4.010268922867174,-1.6592315307007501
4.63,-3.2166058833794997,-2.193240179313671
4.64,-2.712638192309054,-2.2843459520404745
4.65,-2.911386563018128,-1.4912089804038442
4.66,-2.9180465326989786,-2.637909301661212
4.67,-3.7260227041182996,-2.9441604060544724
4.68,-4.619334516194664,-2.7275804758849835
4.69,-3.3689546697202815,-2.738785184873153
4.7,-3.661322371839911,-2.7009366976337796
4.71,-2.7666690737007062,-2.8002103722576486
4.72,-3.3723976220288225,-1.8380215802867006
4.73,-4.130188942290811,-3.2002062895448886
4.74,-2.9799501957670653,-4.579063032864665
4.75,-3.50826858504891,-3.793956558378301
4.76,-3.225357721397784,-4.011833007137945
4.7700000000000005,-2.672149809151334,-3.9867122151176755
4.78,-2.9571565337217365,-3.6870530652282065
4.79,-2.144180612516563,-4.487435321647893
4.8,-3.3661896280728394,-5.232737156605977
4.8100000000000005,-3.491575824871169,-5.206447327653679
4.82,-2.874912093790118,-4.5738705961067385
4.83,-3.0396044488445457,-5.620232841717247
4.84,-2.2831193353534145,-5.482956774846188
4.8500000000000005,-2.6294906380891367,-5.475662219676735
4.86,-1.4290283785381437,-4.066754698776272
4.87,-2.4680907814630824,-6.021348148376951
4.88,-3.547069039463099,-5.572834830561568
4.89,-1.5998425228913842,-4.9004181210158535
4.9,-1.6324799024559766,-4.4433114294106915
4.91,-2.188609647314731,-5.146617564784305
4.92,-0.9672014455042323,-6.153242789174218
4.93,-1.2824241951584878,-5.35608383731055
4.94,-1.2838697470533955,-4.441337038540909
4.95,-1.4167791240229226,-4.351394900462469
4.96,-0.5562317916487273,-4.315030398447148
4.97,-0.42682077623600057,-4.3256868813775196
4.98,-0.26326918788411147,-3.3506038929632505
4.99,-0.17574988047819035,-3.92182969667226
5.0,-0.12141859327604602,-3.203462363922949
5.01,0.4451390771910897,-2.6074032571308843
5.0200000000000005,0.4051398615530863,-3.0436217759907236
5.03,-0.23856408123670525,-3.9519632166790863
5.04,0.7572579409411331,-2.882824157252112
5.05,1.4181901909739334,-1.9915765208554055
5.0600000000000005,0.583241086260593,-2.3202038390433346
5.07,1.4467591314634063,-2.4272268753723187
5.08,0.7505086142891157,-2.023179234299864
5.09,1.5457068904305316,-2.0025856171469854
5.1000000000000005,2.6013861949791472,-2.1797906192198724
5.11,1.8903526511696005,-1.6671316970974273
5.12,1.0846606166539485,-1.5462723784332293
5.13,2.3141322190241875,-1.6922378863240708
5.14,1.4885320048922464,-1.5675692790743523
5.15,3.43067334128567,-2.12233757379465
5.16,3.7201290809002967,-1.5737184801659736
5.17,3.516513278146234,-1.642102961110703
5.18,3.340302144865369,-1.1185635360279242
5.19,3.4649743781091407,-2.8107050478594893
5.2,3.370578775509377,-1.6398237921675087
5.21,3.5519328655051323,-2.068088695881529
5.22,3.054652077002893,-2.253106823336486
5.23,2.6826228648786827,-2.8018444987715685
5.24,3.205588285514061,-2.995412939786289
5.25,3.6540146478900537,-3.251710847759112
5.26,3.868221471112144,-3.046843461043829
5.2700000000000005,4.2941108428200225,-2.7552119216413358
5.28,2.8317272825618636,-3.2386565677693673
5.29,3.15532710438807,-3.6084424589264694
5.3,3.81259367336969,-3.8166362227485133
5.3100000000000005,3.4535465588461105,-3.5029605977615472
5.32,3.567126027377428,-4.051082133865864
5.33,2.8142476859074588,-4.259152607859328
5.34,3.0750638726832924,-4.975759548900981
5.3500000000000005,2.488248092603299,-4.456608464092682
5.36,2.1507525681138917,-3.637700555099707
5.37,2.556425815867466,-4.205248239080228
5.38,3.4821118501783843,-4.184910796193654
5.39,4.092344971136138,-3.8804891451682533
5.4,2.5620201379004923,-4.160244377379928
5.41,2.2273891950955758,-4.774303650623767
5.42,2.5939982414746257,-3.6710005208648533
5.43,2.2140726328224933,-3.3226331389114208
5.44,2.703848228681155,-3.5451598113284497
5.45,2.2465919817045346,-2.9550412418675043
5.46,1.9252580260153471,-3.133843718028098
5.47,2.565289699874642,-2.4843182441383735
5.48,2.5655392252235774,-3.17305201563069
5.49,2.072906156756996,-2.4537659549644357
5.5,2.379421802892807,-1.4818342922097145
5.51,1.4730484488743376,-1.4887870060580541
5.5200000000000005,1.3174676414959188,-1.4819114198025802
5.53,1.5816492533221467,-1.191717183368365
5.54,0.4287270168878239,-2.2540772506504814
5.55,1.836178664097893,-1.321408742302982
5.5600000000000005,1.7834652245050602,-1.316367675773338
5.57,0.7921126707761484,-0.8517577337883572
5.58,1.6674838618588208,-0.5634190376710682
5.59,1.38313793301717,-0.6792739365020599
5.6000000000000005,2.193972650553694,-0.6207313959217658
5.61,1.3725981842744797,-0.5511567018662131
5.62,1.008981671594844,-0.7938048129529756
5.63,1.3377028701740685,0.0022637255526187228
5.64,1.9898651607998414,-0.01951789454189079
5.65,1.9661771321484651,0.10383870355229047
5.66,1.8071427936998057,0.7087689898038634
5.67,1.7760565338570804,-0.448358155960236
5.68,2.405880178301361,0.12370487973208655
5.69,1.9652113814297913,-0.21070324608399238
5.7,2.4849922292111195,-0.6337749695237659
5.71,1.680070212767244,-1.1284002822700212
5.72,1.712464402735454,-1.0562050704672323
5.73,2.782898798030116,-0.7490577638378584
5.74,2.265112114051217,-0.716023214700411
5.75,3.21155891660478,-1.3868333076241006
5.76,3.3014389327761884,-1.554535977167802
5.7700000000000005,3.662002335388258,-2.249033579331485
5.78,3.3621479514374015,-2.076377860303374
5.79,3.5961706783428196,-2.5802258997107304
5.8,3.5146573079083083,-2.48055914003056
5.8100000000000005,3.9324110193661572,-2.970198596019993
5.82,4.352438649237449,-2.073161698181604
5.83,4.5455591478895965,-1.8541055324999878
5.84,3.966033139553046,-2.460489390425077
5.8500000000000005,4.542606979143482,-2.435333550086305
5.86,6.0534652372400615,-2.985665708188172
5.87,4.974994284358195,-1.6326231043170543
5.88,5.321214299680701,-2.092322330589211
5.89,5.2957816519570375,-2.9666465358389864
5.9,5.402573219494476,-3.0292342055408445
5.91,6.326549015781599,-1.7758258598837031
5.92,6.389547482283999,-1.909170973374994
5.93,5.2646981662645835,-1.329728911253421
5.94,6.341773774700275,-1.3381778546306895
5.95,5.539361221581532,-1.3339935052285319
5.96,6.145550589298398,-2.489144769295429
5.97,5.5926995500072465,-1.0231586420600143
5.98,6.572975219328638,-0.12382379226565565
5.99,6.637417394103633,-0.9333435565727999
6.0,5.799220302074544,-0.30409517205228864
6.01,7.221115796968773,1.2787089721034706
6.0200000000000005,7.365333367861872,-0.24214645111871766
6.03,6.693477015806084,0.15808704112012378
6.04,7.080355823176628,0.6276811233750209
6.05,7.223449454248436,1.3912971957965174
6.0600000000000005,6.682192921152702,0.5876065460348924
6.07,6.654503540624639,0.9229531730845215
6.08,7.356989673610516,2.169508766828316
6.09,6.594621809409684,1.2056602345264447
6.1000000000000005,7.254546696993329,1.516634910082774
6.11,4.972460494266347,1.8572145272280096
6.12,7.004710274269127,1.1211514484204983
6.13,5.83426293070077,0.9414565042798225
6.140000000000001,7.168851122058091,1.9230118695470002
6.15,6.664280905904944,0.9822060748326302
6.16,6.885387731980625,2.1364895534588015
6.17,6.29514033611705,1.5023388356262641
6.18,6.36023608112195,1.7836168305880928
